before	15	0.0009393199323689649
works	34	0.0021291251800363204
and	474	0.02968250986285929
well	11	0.0006888346170705743
love	0	0.0
to	429	0.026864550065752394
start	3	0.00018786398647379298
country	14	0.0008766986035443672
is	107	0.00670048218423195
as	123	0.007702423445425512
lost	6	0.00037572797294758596
first	17	0.0010645625900181602
contents	0	0.0
project	88	0.005510676936564594
give	9	0.0005635919594213789
heed	0	0.0
eighth	0	0.0
like	11	0.0006888346170705743
third	0	0.0
cheer	0	0.0
cost	4	0.00025048531529839064
last	15	0.0009393199323689649
comedy	1	6.262132882459766e-05
united	10	0.0006262132882459766
or	164	0.010269897927234015
restrictions	2	0.00012524265764919532
where	26	0.0016281545494395392
under	20	0.0012524265764919532
included	3	0.00018786398647379298
with	152	0.009518441981338844
mark	2	0.00012524265764919532
other	30	0.0018786398647379298
king	6	0.00037572797294758596
public	15	0.0009393199323689649
that	157	0.009831548625461832
of	724	0.045337842069008705
check	2	0.00012524265764919532
are	57	0.0035694157430020664
it	133	0.008328636733671489
january	0	0.0
updated	1	6.262132882459766e-05
away	5	0.0003131066441229883
sport	1	6.262132882459766e-05
language	3	0.00018786398647379298
errors	1	6.262132882459766e-05
no	47	0.00294320245475609
you	88	0.005510676936564594
red	0	0.0
himself	20	0.0012524265764919532
sixth	1	6.262132882459766e-05
the	1175	0.07358006136890224
ends	0	0.0
for	110	0.006888346170705742
prince	1	6.262132882459766e-05
located	4	0.00025048531529839064
have	36	0.0022543678376855157
title	2	0.00012524265764919532
use	15	0.0009393199323689649
life	17	0.0010645625900181602
in	318	0.019913582566222054
tragedy	0	0.0
fifth	0	0.0
beloved	1	6.262132882459766e-05
measure	1	6.262132882459766e-05
labour	4	0.00025048531529839064
most	19	0.0011898052476673555
set	14	0.0008766986035443672
copy	12	0.0007514559458951719
complete	0	0.0
at	120	0.007514559458951719
september	0	0.0
almost	13	0.0008140772747197696
anyone	5	0.0003131066441229883
hate	0	0.0
this	86	0.005385434278915398
may	35	0.002191746508860918
merchant	0	0.0
laws	8	0.0005009706305967813
character	1	6.262132882459766e-05
second	3	0.00018786398647379298
all	66	0.004133007702423445
wife	0	0.0
by	116	0.0072640741436533285
states	15	0.0009393199323689649
date	5	0.0003131066441229883
whatsoever	2	0.00012524265764919532
using	5	0.0003131066441229883
release	3	0.00018786398647379298
if	41	0.002567474481808504
flight	0	0.0
parts	3	0.00018786398647379298
terms	21	0.0013150479053165509
fourth	0	0.0
part	18	0.0011271839188427579
dignity	0	0.0
anywhere	2	0.00012524265764919532
a	341	0.0213538731291878
world	6	0.00037572797294758596
merry	2	0.00012524265764919532
not	86	0.005385434278915398
